"SERIESDATE","Time","Recap_Date","YR","MON","Depth","Temp","Vented","Hook","Pred","Baro_cond","FLM","TagNo","Recap","Recapture_Date","Time_at_large","StartDate","EndDate","Start_Index","End_Index","layer"
"2023-11-09",5,NA,"2023","11",33,23.6130828857422,0,0,1,"1",0.36,"GM22856",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-09",5,NA,"2023","11",33,23.6130828857422,0,0,1,"1",0.368,"GM22855",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-04",5,NA,"2023","11",33,23.8847808837891,0,0,0,"1",0.322,"GM25004",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-10",5,"23-Dec-24","2023","11",28,23.0131530761719,1,0,0,"1",0.344,"GM10978",1,2024-12-23,409,2023-10-01,2024-10-01,8,12,78
"2023-11-10",5,NA,"2023","11",31,23.2113800048828,1,0,0,"1",0.265,"GM10981",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-10",5,NA,"2023","11",31,23.2150840759277,1,0,0,"1",0.291,"GM10983",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-10",5,NA,"2023","11",31,23.2150840759277,1,0,0,"1",0.306,"GM10984",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-10",5,NA,"2023","11",31,23.2113800048828,1,0,0,"1",0.318,"GM10987",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-10",5,NA,"2023","11",31,23.2150840759277,1,0,0,"1",0.272,"GM10985",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-10",5,NA,"2023","11",31,23.2113800048828,1,0,0,"1",0.345,"GM10988",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-10",5,NA,"2023","11",31,23.2113800048828,1,0,0,"1",0.265,"GM10986",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-10",5,NA,"2023","11",31,23.2113800048828,1,0,0,"1",0.315,"GM10982",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,1,0,0,"1",0.333,"GM29004",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,1,0,0,"1",0.342,"GM29001",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,1,0,0,"1",0.365,"GM10998",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,1,0,0,"1",0.329,"GM11000",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,1,0,0,"1",0.275,"GM29006",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,1,0,0,"1",0.356,"GM29002",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,0,0,0,"1",0.32,"GM29009",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",34,24.0018730163574,1,0,0,"1",0.293,"GM29003",0,NA,NA,2023-10-01,NA,8,12,77
"2023-11-11",5,NA,"2023","11",35,23.928295135498,1,0,0,"1",0.351,"GM29016",0,NA,NA,2023-10-01,NA,8,12,110
"2023-11-11",5,NA,"2023","11",35,23.928295135498,1,0,0,"1",0.356,"GM29018",0,NA,NA,2023-10-01,NA,8,12,110
"2023-11-11",5,NA,"2023","11",35,23.928295135498,1,0,0,"1",0.273,"GM29021",0,NA,NA,2023-10-01,NA,8,12,110
"2023-11-11",5,NA,"2023","11",35,23.928295135498,1,0,0,"1",0.284,"GM29022",0,NA,NA,2023-10-01,NA,8,12,110
"2023-11-11",5,NA,"2023","11",35,23.928295135498,1,0,0,"1",0.363,"GM29017",0,NA,NA,2023-10-01,NA,8,12,110
"2023-11-20",5,NA,"2023","11",28,22.5412158966064,1,0,0,"1",0.316,"GM10964",0,NA,NA,2023-10-01,NA,8,12,78
"2023-11-20",5,NA,"2023","11",28,22.5568752288818,1,0,0,"1",0.273,"GM29024",0,NA,NA,2023-10-01,NA,8,12,78
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.333,"GM22867",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.362,"GM22861",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.339,"GM22862",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.319,"GM22865",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.366,"GM22866",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.355,"GM22868",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.331,"GM22870",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.348,"GM22864",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.329,"GM22863",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",49,23.505973815918,0,0,1,"1",0.351,"GM22869",0,NA,NA,2023-10-01,NA,8,12,76
"2023-11-25",5,NA,"2023","11",52,24.0365009307861,0,0,0,"1",0.329,"GM22872",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",52,24.0365009307861,0,0,0,"1",0.347,"GM22873",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",52,24.0365009307861,0,0,0,"1",0.351,"GM22871",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",46,23.0030155181885,0,0,1,"1",0.369,"GM22887",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",46,23.0030155181885,0,0,1,"1",0.344,"GM22875",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",46,23.0030155181885,0,0,1,"1",0.35,"GM22882",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",46,23.0030155181885,0,0,1,"1",0.348,"GM22888",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",46,23.0030155181885,0,0,1,"1",0.349,"GM22878",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-25",5,NA,"2023","11",46,23.0030155181885,0,0,1,"1",0.321,"GM22876",0,NA,NA,2023-10-01,NA,8,12,75
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.319,"GM22900",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.276,"GM22904",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.362,"GM22914",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.316,"GM22906",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.342,"GM22895",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.304,"GM22915",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.32,"GM22913",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.227,"GM22907",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",3,"24-Apr-24","2023","11",35,22.0476932525635,0,0,1,"1",0.344,"GM22917",1,2024-04-24,147,2023-10-01,2024-04-01,8,10,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.332,"GM22919",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.356,"GM22890",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.3,"GM22894",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",2,"20-Mar-24","2023","11",35,22.0476932525635,0,0,1,"1",0.261,"GM22909",1,2024-03-20,112,2023-10-01,2024-01-01,8,9,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.367,"GM22891",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.36,"GM22899",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.327,"GM22905",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.272,"GM22889",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.345,"GM22908",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.356,"GM22918",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.336,"GM22916",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.332,"GM22898",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",2,"20-Mar-24","2023","11",35,22.0476932525635,0,0,1,"1",0.346,"GM22910",1,2024-03-20,112,2023-10-01,2024-01-01,8,9,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.322,"GM22892",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.255,"GM22901",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.306,"GM22893",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",3,"7-May-24","2023","11",35,22.0476932525635,0,0,1,"1",0.31,"GM22897",1,2024-05-07,160,2023-10-01,2024-04-01,8,10,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.251,"GM22903",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.341,"GM22911",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.343,"GM22912",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.372,"GM22920",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.0476932525635,0,0,1,"1",0.334,"GM22896",0,NA,NA,2023-10-01,NA,8,12,42
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,1,0,1,"1",0.361,"GM22934",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.376,"GM22932",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.334,"GM22927",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.295,"GM22943",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.31,"GM22939",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",4,"21-Aug-24","2023","11",35,22.2683334350586,0,0,1,"1",0.327,"GM22923",1,2024-08-21,266,2023-10-01,2024-07-01,8,11,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.298,"GM22922",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.346,"GM22926",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.292,"GM22941",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.29,"GM22942",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.322,"GM22924",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",35,22.2683334350586,0,0,1,"1",0.348,"GM22933",0,NA,NA,2023-10-01,NA,8,12,43
"2023-11-29",5,NA,"2023","11",45,24.4150562286377,0,0,1,"1",0.341,"GM15811",0,NA,NA,2023-10-01,NA,8,12,74
"2023-11-29",2,"30-Mar-24","2023","11",50,23.3828182220459,1,0,1,"2",0.354,"GM15812",1,2024-03-30,122,2023-10-01,2024-01-01,8,9,41
"2023-11-29",5,NA,"2023","11",50,23.3828182220459,1,0,1,"1",0.365,"GM15813",0,NA,NA,2023-10-01,NA,8,12,41
"2023-12-08",5,NA,"2023","12",29,20.8712425231934,1,0,1,"1",0.328,"GM29036",0,NA,NA,2023-10-01,NA,8,12,77
"2023-12-08",5,NA,"2023","12",29,20.8712425231934,1,0,1,"1",0.327,"GM29033",0,NA,NA,2023-10-01,NA,8,12,77
"2023-12-08",5,NA,"2023","12",29,20.8712425231934,1,0,1,"1",0.297,"GM29035",0,NA,NA,2023-10-01,NA,8,12,77
"2023-12-08",5,NA,"2023","12",29,20.8712425231934,1,0,1,"1",0.328,"GM29034",0,NA,NA,2023-10-01,NA,8,12,77
"2023-12-08",5,NA,"2023","12",29,21.1430206298828,1,0,1,"1",0.318,"GM29040",0,NA,NA,2023-10-01,NA,8,12,77
"2023-12-08",5,NA,"2023","12",29,21.1430206298828,1,0,1,"1",0.336,"GM29042",0,NA,NA,2023-10-01,NA,8,12,77
"2023-12-08",5,NA,"2023","12",29,21.1430206298828,1,0,1,"1",0.316,"GM29041",0,NA,NA,2023-10-01,NA,8,12,77
"2023-12-08",5,NA,"2023","12",34,21.7148132324219,0,0,1,"1",0.325,"GM22944",0,NA,NA,2023-10-01,NA,8,12,42
"2023-12-08",4,"25-Aug-24","2023","12",43,21.6787281036377,0,0,1,"1",0.269,"GM22953",1,2024-08-25,261,2023-10-01,2024-07-01,8,11,75
"2023-12-08",5,NA,"2023","12",43,21.6787281036377,0,0,1,"1",0.316,"GM22954",0,NA,NA,2023-10-01,NA,8,12,75
"2023-12-08",5,NA,"2023","12",34,21.6005039215088,0,0,0,"1",0.323,"GM22955",0,NA,NA,2023-10-01,NA,8,12,42
"2023-12-08",5,NA,"2023","12",34,21.6005039215088,0,0,0,"1",0.291,"GM22956",0,NA,NA,2023-10-01,NA,8,12,42
"2023-12-08",5,NA,"2023","12",34,21.6005039215088,0,0,0,"1",0.313,"GM22958",0,NA,NA,2023-10-01,NA,8,12,42
"2024-01-31",-1,"29-Jul-23","2023","12",34,21.6005039215088,0,0,0,"1",0.29,"GM22957",1,2023-07-29,186,2024-01-01,2023-07-01,9,7,42
"2023-12-20",5,NA,"2023","12",36,18.7951335906982,1,0,1,"1",0.345,"GM15817",0,NA,NA,2023-10-01,NA,8,12,43
"2023-12-20",5,NA,"2023","12",36,18.7951335906982,1,0,1,"1",0.252,"GM15821",0,NA,NA,2023-10-01,NA,8,12,43
"2023-12-20",3,"3-May-24","2023","12",36,18.8489875793457,1,0,1,"1",0.32,"GM15820",1,2024-05-03,135,2023-10-01,2024-04-01,8,10,43
"2023-12-20",5,NA,"2023","12",36,18.7951335906982,1,0,1,"2",0.378,"GM15819",0,NA,NA,2023-10-01,NA,8,12,43
"2023-12-20",5,NA,"2023","12",36,18.7951335906982,1,0,1,"2",0.315,"GM15822",0,NA,NA,2023-10-01,NA,8,12,43
"2023-12-20",5,NA,"2023","12",36,18.7951335906982,0,0,1,"1",0.294,"GM15823",0,NA,NA,2023-10-01,NA,8,12,43
"2023-12-22",5,NA,"2023","12",37,19.8293952941895,1,0,0,"2",0.362,"GM15829",0,NA,NA,2023-10-01,NA,8,12,42
"2023-12-22",3,"5-Apr-24","2023","12",37,19.8293952941895,1,0,0,"2",0.35,"GM15830",1,2024-04-05,105,2023-10-01,2024-04-01,8,10,42
"2023-12-22",5,NA,"2023","12",37,19.8293952941895,0,0,0,"1",0.279,"GM15831",0,NA,NA,2023-10-01,NA,8,12,42
"2023-12-22",5,NA,"2023","12",37,19.8293952941895,1,0,0,"2",0.348,"GM15828",0,NA,NA,2023-10-01,NA,8,12,42
"2023-12-22",5,NA,"2023","12",37,19.8293952941895,1,0,0,"2",0.345,"GM15832",0,NA,NA,2023-10-01,NA,8,12,42
"2023-12-22",3,"2-Apr-24","2023","12",40,20.2722854614258,1,0,0,"2",0.365,"GM15833",1,2024-04-02,102,2023-10-01,2024-04-01,8,10,75
"2023-12-23",5,NA,"2023","12",28,18.3272228240967,1,0,1,"1",0.277,"GM29049",0,NA,NA,2023-10-01,NA,8,12,78
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.269,"GM29068",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.313,"GM29067",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.336,"GM29059",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.313,"GM29058",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.317,"GM29060",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.319,"GM29061",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",1,"29-Mar-24","2024","1",21,15.4879016876221,0,0,0,"1",0.333,"GM29062",1,2024-03-29,85,2024-01-01,2024-01-01,9,9,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.322,"GM29063",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.319,"GM29065",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.293,"GM29066",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.33,"GM29064",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",21,15.4879016876221,0,0,0,"1",0.367,"GM29057",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",22,15.6657209396362,0,0,1,"1",0.32,"GM29072",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",22,15.6657209396362,0,0,1,"1",0.322,"GM29071",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-04",4,NA,"2024","1",22,15.6657209396362,0,0,1,"1",0.274,"GM29073",0,NA,NA,2024-01-01,NA,9,12,44
"2024-01-30",4,NA,"2024","1",55,19.392391204834,0,0,0,"2",0.368,"GM15836",0,NA,NA,2024-01-01,NA,9,12,73
"2024-01-30",4,NA,"2024","1",34,18.9216270446777,0,0,0,"2",0.385,"GM15838",0,NA,NA,2024-01-01,NA,9,12,40
"2024-01-30",4,NA,"2024","1",34,18.9216270446777,0,0,0,"1",0.33,"GM15839",0,NA,NA,2024-01-01,NA,9,12,40
"2024-01-30",4,NA,"2024","1",34,18.9216270446777,0,0,0,"2",0.317,"GM15837",0,NA,NA,2024-01-01,NA,9,12,40
"2024-01-31",4,NA,"2024","1",37,17.1283435821533,0,0,1,"1",0.33,"GM22965",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",37,17.1283435821533,0,0,1,"1",0.325,"GM22958",0,NA,NA,2024-01-01,NA,9,12,76
"2023-12-08",0,"29-Jul-23","2024","1",37,17.1283435821533,0,0,1,"1",0.256,"GM22957",1,2023-07-29,132,2023-10-01,2023-07-01,8,7,76
"2024-01-31",4,NA,"2024","1",37,17.1283435821533,0,0,1,"1",0.293,"GM22794",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",37,17.1283435821533,0,0,1,"1",0.265,"GM22955",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",37,17.1283435821533,0,0,1,"1",0.329,"GM22800",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",37,17.1283435821533,0,0,1,"1",0.51,"GM22962",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",37,17.1283435821533,0,0,1,"1",0.252,"GM22966",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",3,"25-Aug-24","2024","1",37,17.1283435821533,0,0,1,"1",0.281,"GM22953",1,2024-08-25,207,2024-01-01,2024-07-01,9,11,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.359,"GM22977",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",2,"17-May-24","2024","1",36,17.1797294616699,0,0,1,"1",0.372,"GM22970",1,2024-05-17,107,2024-01-01,2024-04-01,9,10,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.281,"GM22976",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.302,"GM22974",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.362,"GM22969",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.337,"GM22981",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.255,"GM22983",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.348,"GM22980",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.274,"GM22984",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.304,"GM22973",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",2,"19-May-24","2024","1",36,17.1797294616699,0,0,1,"1",0.344,"GM22971",1,2024-05-19,109,2024-01-01,2024-04-01,9,10,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.3,"GM22978",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.271,"GM22975",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.316,"GM22982",0,NA,NA,2024-01-01,NA,9,12,76
"2024-01-31",2,"24-May-24","2024","1",36,17.1797294616699,0,0,1,"1",0.296,"GM22972",1,2024-05-24,114,2024-01-01,2024-04-01,9,10,76
"2024-01-31",4,NA,"2024","1",36,17.1797294616699,0,0,1,"1",0.339,"GM22979",0,NA,NA,2024-01-01,NA,9,12,76
"2024-02-03",4,NA,"2024","2",28,15.9834289550781,0,0,1,"1",0.33,"GM29075",0,NA,NA,2024-01-01,NA,9,12,78
"2024-02-03",4,NA,"2024","2",28,16.0193157196045,0,0,1,"1",0.274,"GM29076",0,NA,NA,2024-01-01,NA,9,12,78
"2024-02-07",4,NA,"2024","2",35,17.2481079101562,0,0,1,"1",0.352,"GM15844",0,NA,NA,2024-01-01,NA,9,12,76
"2024-02-07",4,NA,"2024","2",35,17.2481079101562,0,0,1,"2",0.415,"GM15846",0,NA,NA,2024-01-01,NA,9,12,76
"2024-02-07",4,NA,"2024","2",35,17.2481079101562,0,0,1,"2",0.255,"GM15845",0,NA,NA,2024-01-01,NA,9,12,76
"2024-02-07",4,NA,"2024","2",35,17.2481079101562,0,0,1,"1",0.385,"GM15843",0,NA,NA,2024-01-01,NA,9,12,76
"2024-02-09",4,NA,"2024","2",47,18.6735134124756,0,0,1,"1",0.295,"GM15849",0,NA,NA,2024-01-01,NA,9,12,75
"2024-02-09",4,NA,"2024","2",47,18.6735134124756,0,0,1,"2",0.311,"GM15848",0,NA,NA,2024-01-01,NA,9,12,75
"2024-02-09",4,NA,"2024","2",47,18.6735134124756,0,0,1,"2",0.281,"GM15847",0,NA,NA,2024-01-01,NA,9,12,75
"2024-02-09",4,NA,"2024","2",47,18.6735134124756,0,0,1,"2",0.313,"GM15850",0,NA,NA,2024-01-01,NA,9,12,75
"2024-02-09",4,NA,"2024","2",46,19.0564270019531,0,0,1,"1",0.355,"GM15851",0,NA,NA,2024-01-01,NA,9,12,75
"2024-02-09",4,NA,"2024","2",34,17.8705215454102,0,0,1,"1",0.346,"GM15856",0,NA,NA,2024-01-01,NA,9,12,42
"2024-02-09",4,NA,"2024","2",34,17.8705215454102,0,0,1,"2",0.345,"GM15852",0,NA,NA,2024-01-01,NA,9,12,42
"2024-02-09",4,NA,"2024","2",34,17.8705215454102,0,0,1,"1",0.33,"GM15855",0,NA,NA,2024-01-01,NA,9,12,42
"2024-02-09",4,NA,"2024","2",34,17.8705215454102,0,0,1,"1",0.321,"GM15857",0,NA,NA,2024-01-01,NA,9,12,42
"2024-02-09",4,NA,"2024","2",34,17.8705215454102,0,0,1,"2",0.336,"GM15853",0,NA,NA,2024-01-01,NA,9,12,42
"2024-02-09",1,"27-Mar-24","2024","2",34,17.8705215454102,0,0,1,"1",0.34,"GM15854",1,2024-03-27,47,2024-01-01,2024-01-01,9,9,42
"2024-02-10",4,NA,"2024","2",30,15.9888095855713,0,0,1,"1",0.262,"GM29080",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-10",3,"8-Aug-24","2024","2",28,16.1301937103271,0,0,0,"1",0.284,"GM29084",1,2024-08-08,180,2024-01-01,2024-07-01,9,11,77
"2024-02-10",4,NA,"2024","2",28,16.1301937103271,0,0,0,"1",0.274,"GM29082",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-14",4,NA,"2024","2",30,18.4412479400635,0,0,0,"1",0.293,"GM29086",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-14",4,NA,"2024","2",32,18.551965713501,0,0,1,"1",0.381,"GM29100",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-14",4,NA,"2024","2",36,18.7369766235352,0,0,1,"1",0.28,"GM29105",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-14",4,NA,"2024","2",36,18.7369766235352,0,0,1,"1",0.352,"GM29112",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-14",4,NA,"2024","2",36,18.7369766235352,0,0,1,"1",0.295,"GM29110",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-14",4,NA,"2024","2",36,18.7369766235352,0,0,1,"1",0.395,"GM29104",0,NA,NA,2024-01-01,NA,9,12,77
"2024-02-14",4,NA,"2024","2",37,18.7407512664795,0,0,1,"1",0.345,"GM29115",0,NA,NA,2024-01-01,NA,9,12,77
